FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP
NOLA,ANSELMI,F,12-09-2013,01-07-2016,Analyst,24.0,47308,Web,26.0,4.0,5.0,1
JED,ALEQUIN,M,11-18-2014,01-07-2016,Analyst,22.0,45952,Management,25.0,5.0,5.0,0
BOBBIE,AIDT,M,6-29-2013,01-07-2016,Senior Analyst,25.0,68505,Operations,15.0,15.0,3.0,1
EMILY,ALTHISER,F,2-26-2013,01-07-2016,Senior Analyst,26.0,65316,Marketing,21.0,9.0,5.0,0
GENARO,ALAM,M,12-12-2014,01-07-2016,Analyst,23.0,47401,Marketing,17.0,13.0,5.0,1
LUANN,APERGES,F,11-03-2013,01-07-2016,Manager,35.0,129017,Operations,25.0,5.0,3.0,11
ELISA,ANDONIAN,F,12-27-2014,01-07-2016,Analyst,23.0,46347,Finance,28.0,2.0,4.0,1
DAN,ABRAMOVITZ,M,3-25-2014,01-07-2016,Analyst,25.0,47573,Web,25.0,5.0,4.0,2
WILFRED,ADOLPHSEN,M,10-22-2011,01-07-2016,Associate,32.0,97708,IT,29.0,1.0,2.0,5
LEONEL,AKERSON,M,6-21-2014,01-07-2016,Analyst,21.0,46002,Finance,21.0,9.0,5.0,0
CLAIRE,AMERMAN,F,02-07-2013,01-07-2016,Analyst,25.0,47201,IT,27.0,3.0,5.0,1
ROGELIO,ADRIEN,M,1-15-2014,01-07-2016,Analyst,21.0,46733,Web,15.0,15.0,2.0,0
SHARLENE,ARBUTHNOT,F,09-05-2014,01-07-2016,Senior Manager,39.0,191793,IT,20.0,10.0,3.0,17
BOBBIE,AIDT,M,6-29-2013,01-07-2016,Senior Analyst,25.0,68505,Operations,15.0,15.0,3.0,1
HOYT,ALKEN,M,9-16-2014,01-07-2016,Analyst,22.0,41035,Management,19.0,11.0,4.0,0
ALVINA,ARISA,F,9-14-2013,01-07-2016,Manager,34.0,126871,Management,16.0,14.0,4.0,7
JULIET,ARABIE,F,4-30-2013,01-07-2016,Senior Analyst,27.0,51532,Marketing,25.0,5.0,5.0,0
ADELE,ANDRESEN,F,02-06-2014,01-07-2016,Analyst,24.0,43339,Finance,28.0,2.0,5.0,1
STANFORD,ALEYANDREZ,M,5-22-2014,01-07-2016,Analyst,22.0,44506,IT,30.0,0.0,4.0,0
KIETH,ALCOMBRIGHT,M,10-20-2013,01-07-2016,Analyst,23.0,40045,Management,25.0,5.0,2.0,0
TOD,ALEGAR,M,2-20-2013,01-07-2016,Analyst,24.0,48938,Finance,19.0,11.0,2.0,0
KIRBY,AKAHI,M,10-05-2013,01-07-2016,Analyst,23.0,48185,IT,19.0,11.0,4.0,0
MAE,AMENTLER,F,4-22-2014,01-07-2016,Analyst,25.0,47579,Marketing,25.0,5.0,3.0,2
DOMINIQUE,ANKER,F,8-19-2009,01-07-2016,Director,41.0,375647,Finance,20.0,10.0,5.0,14
SHARON,ALOAN,F,04-03-2013,01-07-2016,Analyst,24.0,47386,Management,23.0,7.0,2.0,0
DEVIN,ADERHOLT,M,03-01-2014,01-07-2016,Analyst,24.0,43952,Finance,23.0,7.0,4.0,1
JULIETTE,APPLEMAN,F,03-06-2013,01-07-2016,Analyst,24.0,48981,Finance,26.0,4.0,4.0,0
SALLY,ALVERAZ,F,3-17-2013,01-07-2016,Analyst,25.0,40702,Marketing,30.0,0.0,4.0,1
NELLIE,AMAUTY,F,08-10-2014,01-07-2016,Director,43.0,235565,Web,20.0,10.0,4.0,17
BENNIE,ARDRY,F,4-24-2014,01-07-2016,Analyst,22.0,41641,Web,28.0,2.0,4.0,0
BRETT,ABSHER,M,4-26-2013,01-07-2016,Analyst,21.0,44350,Finance,25.0,5.0,4.0,0
GUSSIE,ARCORACI,F,11-18-2013,01-07-2016,Analyst,23.0,48887,Operations,26.0,4.0,4.0,0
DWIGHT,ACHEKIAN,M,5-26-2013,01-07-2016,Analyst,24.0,47499,Web,24.0,6.0,2.0,0
MICHELLE,ALOE,F,6-16-2013,01-07-2016,Analyst,25.0,42128,Finance,18.0,12.0,5.0,1
STEVIE,ALANO,M,2-21-2013,01-07-2016,Analyst,24.0,48271,Finance,29.0,1.0,3.0,0
MISSY,ARMISTEAD,F,10-06-2013,01-07-2016,Analyst,23.0,41029,Management,19.0,11.0,4.0,0
MIRNA,ARMENTROUT,F,01-04-2015,01-07-2016,Analyst,25.0,43659,Web,15.0,15.0,5.0,3
ANGELO,ADAMCIK,M,3-26-2014,01-07-2016,Manager,33.0,140867,IT,27.0,3.0,4.0,7
JUDI,ARCHDALE,F,5-22-2014,01-07-2016,Analyst,24.0,49806,IT,22.0,8.0,5.0,1
JODI,AMISTADI,F,8-13-2013,01-07-2016,Analyst,24.0,49110,IT,25.0,5.0,2.0,1
EDGARDO,ALDO,M,05-04-2014,01-07-2016,Analyst,23.0,42081,Management,23.0,7.0,4.0,0
CHRISTINA,ALSON,F,04-03-2013,01-07-2016,Analyst,21.0,41017,IT,27.0,3.0,5.0,0
JESSIE,AMALFITANO,F,03-03-2013,01-07-2016,Analyst,24.0,48869,IT,26.0,4.0,5.0,0
NOAH,ADZHABAKYAN,M,8-29-2013,01-07-2016,Senior Analyst,28.0,66965,Web,16.0,14.0,3.0,5
JAMAL,AGUELE,M,05-12-2013,01-07-2016,Analyst,24.0,42338,Management,22.0,8.0,4.0,0
MARY,AIROLA,M,08-06-2013,01-07-2016,Analyst,22.0,49380,Management,25.0,5.0,4.0,0
SUZETTE,APADOCA,F,1-25-2014,01-07-2016,Manager,33.0,117354,Management,26.0,4.0,3.0,6
CASANDRA,ARAGONI,F,07-12-2013,01-07-2016,Analyst,25.0,41679,Web,20.0,10.0,2.0,2
HARLAND,ALLSOP,M,9-18-2014,01-07-2016,Analyst,22.0,44207,Finance,28.0,2.0,4.0,0
EVELYN,ALSBERRY,F,10-25-2014,01-07-2016,Analyst,22.0,45059,Management,29.0,1.0,2.0,0
PAULA,ALTEW,F,05-09-2011,01-07-2016,Associate,29.0,95056,Operations,15.0,15.0,3.0,0
DAVIS,AINGE,M,03-05-2013,01-07-2016,Analyst,22.0,48777,Management,29.0,1.0,3.0,0
DOLLIE,ANZIDEO,F,7-28-2014,01-07-2016,Senior Analyst,28.0,56728,IT,16.0,14.0,4.0,4
KERRIE,ARMER,F,12-10-2012,01-07-2016,Senior Analyst,28.0,53113,Finance,20.0,10.0,3.0,1
LELIA,ARAGONES,F,06-02-2014,01-07-2016,Analyst,21.0,45039,Management,19.0,11.0,4.0,0
BRIGITTE,ARBERTHA,F,5-27-2014,01-07-2016,Analyst,21.0,41619,Management,21.0,9.0,2.0,0
CORNELIA,ANNUZZI,F,12-17-2013,01-07-2016,Senior Analyst,26.0,62672,Management,28.0,2.0,3.0,1
GINO,ALDINGER,M,4-18-2013,01-07-2016,Analyst,23.0,42925,Management,26.0,4.0,3.0,0
SHEILA,ALTOMONTE,F,6-13-2013,01-07-2016,Analyst,25.0,44343,Marketing,28.0,2.0,5.0,1
KARA,AMPARAN,F,5-17-2014,01-07-2016,Analyst,22.0,47967,Finance,23.0,7.0,4.0,0
CHUNG,ALIAGA,M,2-22-2014,01-07-2016,Associate,30.0,92323,Marketing,30.0,0.0,5.0,4
DOMINIQUE,AKRE,M,7-23-2013,01-07-2016,Analyst,25.0,42002,Marketing,25.0,5.0,5.0,2
MABEL,AMBRIZ,F,1-21-2014,01-07-2016,Senior Manager,38.0,199577,Marketing,15.0,15.0,5.0,11
AMBER,ALTY,F,06-09-2011,01-07-2016,Associate,30.0,96478,Marketing,29.0,1.0,4.0,0
SONNY,AKSOY,M,09-04-2014,01-07-2016,Senior Analyst,25.0,51817,IT,21.0,9.0,3.0,3
NANNIE,ANTLE,F,11-13-2014,01-07-2016,Analyst,24.0,45604,Web,20.0,10.0,4.0,2
WESLEY,ABRAHAMSEN,M,4-15-2014,01-07-2016,Analyst,25.0,46844,Operations,19.0,11.0,5.0,2
FRIEDA,ANGUIANO,F,12-05-2013,01-07-2016,Analyst,23.0,46425,Operations,21.0,9.0,2.0,0
LISA,ALMOS,F,2-24-2014,01-07-2016,Analyst,21.0,41908,Operations,18.0,12.0,5.0,0
ANNA,ALOY,F,06-05-2013,01-07-2016,Analyst,22.0,42848,Web,29.0,1.0,3.0,0
CARLTON,ADAMIAK,M,01-03-2014,01-07-2016,Analyst,21.0,45895,Marketing,17.0,13.0,2.0,0
PAULINA,ARMBRISTER,F,06-02-2013,01-07-2016,Analyst,22.0,41580,Finance,20.0,10.0,5.0,0
KELVIN,ADDARIO,M,2-26-2012,01-07-2016,Senior Analyst,27.0,55417,IT,18.0,12.0,2.0,0
JARRETT,ALBAREZ,M,11-20-2013,01-07-2016,Analyst,21.0,41803,Web,30.0,0.0,2.0,0
MAVIS,ANKROM,F,11-24-2011,01-07-2016,Manager,35.0,113837,Marketing,20.0,10.0,4.0,8
NAOMI,AMEDEO,F,7-20-2014,01-07-2016,Senior Analyst,28.0,69851,Finance,28.0,2.0,4.0,3
BO,ALIBOZEK,M,11-03-2014,01-07-2016,Analyst,23.0,42429,Operations,24.0,6.0,2.0,1
PARIS,ALIOTTA,M,9-16-2012,01-07-2016,Associate,30.0,90346,Marketing,21.0,9.0,3.0,2
DEMARCUS,ALFORD,M,12-08-2014,01-07-2016,Analyst,22.0,44980,Web,19.0,11.0,4.0,0
LYMAN,ALDARONDO,M,1-17-2012,01-07-2016,Manager,32.0,124711,Finance,17.0,13.0,3.0,6
ODELL,AIPORLANI,M,10-21-2013,01-07-2016,Analyst,21.0,42803,Management,24.0,6.0,2.0,0
JUSTIN,ABBE,M,5-28-2014,01-07-2016,Analyst,22.0,44015,IT,20.0,10.0,5.0,0
THEODORA,ARENT,F,06-09-2012,01-07-2016,Senior Analyst,28.0,55693,Management,15.0,15.0,2.0,2
LURA,ARMENTA,F,6-24-2013,01-07-2016,Senior Analyst,26.0,52083,Operations,19.0,11.0,4.0,1
LYLE,ADAMCZYK,M,6-19-2013,01-07-2016,Analyst,24.0,46907,IT,16.0,14.0,2.0,0
BILLIE,AMEIGH,F,07-12-2012,01-07-2016,Senior Analyst,26.0,63008,Marketing,28.0,2.0,2.0,0
AUSTIN,ACORD,M,11-16-2014,01-07-2016,Senior Analyst,25.0,64112,Management,19.0,11.0,3.0,0
MAX,ACHEAMPONG,M,01-11-2015,01-07-2016,Analyst,24.0,44888,Operations,29.0,1.0,2.0,2
CLARICE,ANGRY,F,11-11-2013,01-07-2016,Analyst,25.0,41921,Operations,29.0,1.0,5.0,2
JULIANNE,ANWAR,F,01-09-2014,01-07-2016,Analyst,22.0,41926,IT,18.0,12.0,3.0,0
BONITA,ANDREASSEN,F,09-02-2012,01-07-2016,Director,45.0,324783,Finance,24.0,6.0,5.0,19
JANIS,ANASAGASTI,F,12-09-2013,01-07-2016,Analyst,24.0,46499,Operations,22.0,8.0,3.0,1
JOSEFINA,ANDERSSON,F,03-07-2013,01-07-2016,Analyst,21.0,42754,Marketing,16.0,14.0,3.0,0
ROMAN,AFFELT,M,12-20-2014,01-07-2016,Analyst,22.0,46812,Operations,28.0,2.0,4.0,0
ADOLPH,AHRENDT,M,11-17-2014,01-07-2016,Analyst,22.0,47001,IT,16.0,14.0,4.0,0
DIANA,ALTHAUS,F,4-28-2014,01-07-2016,Analyst,24.0,40646,Operations,24.0,6.0,5.0,1
SONJA,ANDERE,F,07-11-2012,01-07-2016,Associate,30.0,97879,Marketing,30.0,0.0,2.0,3
MONIQUE,AMISON,F,4-19-2014,01-07-2016,Analyst,21.0,49013,Marketing,16.0,14.0,5.0,0
DELMA,AREDONDO,F,02-03-2013,01-07-2016,Analyst,23.0,41120,Finance,21.0,9.0,3.0,0
AMY,ALOUF,F,05-12-2014,01-07-2016,Manager,32.0,126181,IT,22.0,8.0,5.0,5
DESTINY,AREIAS,F,12-18-2014,01-07-2016,Associate,31.0,76143,Operations,24.0,6.0,3.0,6
BUSTER,ALIZADEH,M,5-22-2013,01-07-2016,Analyst,23.0,40998,Management,27.0,3.0,5.0,0
DANNIE,ALEMAN,M,5-17-2010,01-07-2016,Senior Manager,36.0,198814,Operations,22.0,8.0,5.0,6
KRISTOPHER,ADKERSON,M,03-09-2013,01-07-2016,Analyst,24.0,43417,Finance,27.0,3.0,2.0,0
BIANCA,ANO,F,7-31-2013,01-07-2016,Senior Analyst,27.0,59111,IT,19.0,11.0,3.0,4
OWEN,ADIL,M,4-29-2012,01-07-2016,Associate,28.0,72328,Finance,27.0,3.0,3.0,0
NATHANIEL,ABSHIRE,M,11-17-2014,01-07-2016,Analyst,23.0,44225,Operations,17.0,13.0,3.0,1
MYLES,ALAYA,M,07-05-2013,01-07-2016,Analyst,25.0,47561,Marketing,30.0,0.0,2.0,1
IRENE,ALSTOTT,F,02-06-2014,01-07-2016,Analyst,25.0,44512,Marketing,25.0,5.0,2.0,2
ALEX,ABOLAFIA,M,11-10-2013,01-07-2016,Analyst,25.0,43352,Finance,27.0,3.0,4.0,2
HIPOLITO,ALHUSSEINI,M,1-14-2015,01-07-2016,Analyst,25.0,49619,Marketing,30.0,0.0,2.0,3
LILLIAN,ALTHEIMER,F,05-03-2014,01-07-2016,Analyst,25.0,43991,Management,25.0,5.0,4.0,2
GLENNA,ANGLADE,F,04-01-2014,01-07-2016,Analyst,23.0,44712,Marketing,18.0,12.0,5.0,0
ELBA,ARBOGAST,F,12-25-2014,01-07-2016,Analyst,21.0,47401,Finance,27.0,3.0,2.0,0
NICOLAS,ADMAS,M,2-29-2012,01-07-2016,Associate,29.0,85391,Web,19.0,11.0,2.0,1
VIRGINIA,ALPER,F,01-08-2015,01-07-2016,Analyst,24.0,47638,Web,21.0,9.0,2.0,2
TERRY,AMBORN,F,08-01-2013,01-07-2016,Analyst,22.0,41284,Operations,23.0,7.0,4.0,0
DONNELL,AIMONE,M,10-20-2014,01-07-2016,Analyst,24.0,46251,Finance,28.0,2.0,5.0,2
ABE,ALBERTO,M,12-14-2014,01-07-2016,Analyst,25.0,47183,IT,23.0,7.0,2.0,3
HELEN,ALMY,F,4-26-2014,01-07-2016,Analyst,23.0,44214,Web,23.0,7.0,4.0,0
CRAIG,ABDULLA,M,10-02-2013,01-07-2016,Analyst,22.0,41227,IT,24.0,6.0,2.0,0
PARKER,ALBURY,M,12-21-2013,01-07-2016,Analyst,25.0,43474,Management,27.0,3.0,5.0,2
SHANNON,ALTOMARI,F,3-25-2014,01-07-2016,Analyst,22.0,42178,Web,28.0,2.0,3.0,0
BROOKE,AMSLEY,F,05-05-2013,01-07-2016,Analyst,23.0,40436,Operations,19.0,11.0,4.0,0
OLIVER,ACY,M,5-15-2013,01-07-2016,Analyst,22.0,41354,Marketing,26.0,4.0,4.0,0
SILAS,AJELLO,M,09-08-2013,01-07-2016,Analyst,22.0,40417,Operations,24.0,6.0,4.0,0
APRIL,ALUAREZ,F,4-18-2014,01-07-2016,Analyst,22.0,44617,Management,28.0,2.0,2.0,0
RONALD,AARONSON,M,9-16-2013,01-07-2016,Analyst,21.0,44163,Finance,18.0,12.0,4.0,0
YVONNE,ALVES,F,12-01-2013,01-07-2016,Analyst,23.0,45123,Web,29.0,1.0,4.0,0
GERALD,ABBENANTE,M,05-06-2014,01-07-2016,Analyst,22.0,41550,Management,19.0,11.0,5.0,0
MILAN,ALLEGRA,M,06-12-2013,01-07-2016,Analyst,22.0,41989,IT,18.0,12.0,5.0,0
HOSEA,ALLMAND,M,06-03-2014,01-07-2016,Analyst,24.0,46206,IT,19.0,11.0,2.0,1
DOUGLAS,ABATTI,M,08-07-2014,01-07-2016,Analyst,23.0,42255,Web,26.0,4.0,4.0,1
ASHLEY,AGUMGA,M,1-28-2014,01-07-2016,Analyst,24.0,42667,Management,19.0,11.0,2.0,1
NOEL,ADELMUND,M,05-03-2014,01-07-2016,Analyst,25.0,41734,Finance,21.0,9.0,5.0,2
VIDA,ARGENBRIGHT,F,09-11-2013,01-07-2016,Analyst,22.0,40975,IT,30.0,0.0,4.0,0
MADELYN,APPLEGARTH,F,6-19-2013,01-07-2016,Analyst,22.0,47695,Operations,21.0,9.0,4.0,0
CLAIR,AKIN,M,12-27-2013,01-07-2016,Analyst,21.0,42786,Marketing,20.0,10.0,5.0,0
REBA,ANDRICH,F,2-24-2013,01-07-2016,Analyst,22.0,48681,Management,26.0,4.0,3.0,0
OLIN,ALDERINK,M,04-02-2013,01-07-2016,Analyst,21.0,43185,IT,20.0,10.0,5.0,0
CAMILLE,ANDO,F,3-29-2013,01-07-2016,Analyst,21.0,41577,Management,16.0,14.0,3.0,0
PALMER,ALLEMAND,M,03-10-2013,01-07-2016,Analyst,24.0,41691,Web,30.0,0.0,2.0,0
SEBASTIAN,AILSTOCK,M,06-11-2013,01-07-2016,Senior Analyst,27.0,51534,Operations,30.0,0.0,4.0,3
ADDIE,ANDREEN,F,03-07-2013,01-07-2016,Analyst,24.0,49020,IT,19.0,11.0,4.0,0
TROY,ABILEZ,M,10-29-2010,01-07-2016,Manager,33.0,120184,Management,20.0,10.0,5.0,7
DONG,ALISAUSKAS,M,9-26-2012,01-07-2016,Manager,34.0,147560,Management,19.0,11.0,3.0,6
BLAKE,ADAMSEN,M,6-20-2013,01-07-2016,Analyst,24.0,49602,Operations,21.0,9.0,5.0,0
BETTE,ANGELSON,F,05-11-2013,01-07-2016,Analyst,24.0,42538,Marketing,25.0,5.0,5.0,0
SANDY,ALBERG,M,1-23-2015,01-07-2016,Analyst,22.0,41027,Management,21.0,9.0,2.0,0
MICHAEL,ANTONOVICH,F,8-30-2013,01-07-2016,Analyst,21.0,43716,Management,30.0,0.0,2.0,0
ETHEL,ALTON,F,5-17-2012,01-07-2016,Senior Analyst,27.0,60085,Web,17.0,13.0,4.0,0
RON,ABUSUFAIT,M,01-01-2013,01-07-2016,Analyst,21.0,48682,Web,25.0,5.0,2.0,0
TERRIE,ANSPACH,F,6-18-2014,01-07-2016,Analyst,22.0,42710,IT,20.0,10.0,3.0,0
RODRICK,ALBRIGHT,M,10-09-2012,01-07-2016,Senior Analyst,26.0,53390,Marketing,20.0,10.0,5.0,2
JOEL,ABIDE,M,07-09-2011,01-07-2016,Associate,32.0,99130,Web,17.0,13.0,4.0,3
DOUG,ADALJA,M,07-12-2013,01-07-2016,Analyst,23.0,45152,Web,15.0,15.0,4.0,0
JAY,ABNER,M,01-06-2013,01-07-2016,Analyst,21.0,43357,Web,28.0,2.0,3.0,0
LYNETTE,ANASTASIADES,F,08-01-2012,01-07-2016,Senior Analyst,26.0,57000,Marketing,27.0,3.0,5.0,0
DARIUS,AHL,M,08-05-2014,01-07-2016,Analyst,21.0,44134,Marketing,30.0,0.0,2.0,0
IRVING,ADIB,M,9-19-2014,01-07-2016,Analyst,23.0,44148,Finance,25.0,5.0,3.0,1
ROB,AHHEE,M,06-03-2012,01-07-2016,Senior Analyst,25.0,56181,Management,15.0,15.0,2.0,0
CANDACE,AMMIRATA,F,11-24-2014,01-07-2016,Analyst,23.0,48287,Finance,19.0,11.0,2.0,1
DWAYNE,ACHEE,M,10-11-2014,01-07-2016,Senior Analyst,25.0,69421,Finance,25.0,5.0,4.0,3
ARLIE,ALLWARDT,M,4-25-2014,01-07-2016,Analyst,23.0,44342,Operations,26.0,4.0,5.0,0
OPAL,AMMON,F,1-16-2014,01-07-2016,Senior Analyst,28.0,61710,Management,15.0,15.0,4.0,2
JUAN,ABBASSI,M,07-01-2013,01-07-2016,Senior Analyst,27.0,61575,Finance,20.0,10.0,2.0,1
COLUMBUS,ALGEO,M,3-18-2013,01-07-2016,Analyst,22.0,46038,IT,16.0,14.0,3.0,0
NICHOLAS,ABBOTT,M,04-06-2014,01-07-2016,Associate,31.0,78493,IT,21.0,9.0,2.0,4
MONIKA,ARCHBELL,F,10-07-2014,01-07-2016,Analyst,25.0,43292,Operations,26.0,4.0,4.0,3
HANS,AGUADA,M,4-14-2014,01-07-2016,Analyst,25.0,42657,Operations,27.0,3.0,3.0,2
TAYLOR,ADLEMAN,M,3-19-2013,01-07-2016,Analyst,25.0,42400,Operations,29.0,1.0,3.0,1
AURELIA,APPLETON,F,2-25-2013,01-07-2016,Analyst,24.0,41713,Marketing,16.0,14.0,3.0,0
GREGORIO,AGUNDEZ,M,2-20-2013,01-07-2016,Analyst,21.0,46664,Finance,21.0,9.0,3.0,0
TANIA,ANTON,F,8-19-2013,01-07-2016,Senior Analyst,26.0,66339,Management,24.0,6.0,5.0,1
FREDDIE,ARESCO,F,1-28-2014,01-07-2016,Analyst,22.0,45450,IT,27.0,3.0,2.0,0
HORTENCIA,ARENSTAM,F,6-13-2014,01-07-2016,Analyst,25.0,43355,Web,22.0,8.0,3.0,2
BRITTANY,ALVIZO,F,05-10-2013,01-07-2016,Analyst,23.0,42140,Operations,29.0,1.0,4.0,0
AVERY,AHONEN,M,08-03-2014,01-07-2016,Senior Analyst,28.0,52406,Operations,19.0,11.0,2.0,5
MATHEW,ACERET,M,09-12-2014,01-07-2016,Analyst,24.0,42440,IT,20.0,10.0,4.0,2
RICH,ALBANG,M,01-02-2012,01-07-2016,Senior Analyst,25.0,64913,Finance,29.0,1.0,4.0,0
LUPE,ANGELOS,F,1-17-2013,01-07-2016,Analyst,21.0,41551,Operations,21.0,9.0,2.0,0
AGUSTIN,AGUDO,M,5-27-2013,01-07-2016,Senior Analyst,26.0,54689,Management,23.0,7.0,5.0,0
MYRA,AMR,F,4-28-2014,01-07-2016,Analyst,22.0,48747,Operations,21.0,9.0,4.0,0
GEORGINA,ANSARI,F,9-24-2014,01-07-2016,Senior Analyst,25.0,59907,IT,17.0,13.0,5.0,0
KIM,ADERSON,M,12-20-2013,01-07-2016,Analyst,25.0,45319,Management,16.0,14.0,2.0,2
HAI,ALMEN,M,6-29-2012,01-07-2016,Senior Analyst,28.0,60707,Finance,26.0,4.0,3.0,2
TRACY,ALTIG,F,4-24-2014,01-07-2016,Analyst,24.0,43124,IT,19.0,11.0,4.0,1
JODIE,ANIELLO,F,10-29-2014,01-07-2016,Analyst,24.0,43137,IT,27.0,3.0,2.0,2
ALEXIS,AHRENDS,M,10-21-2013,01-07-2016,Analyst,22.0,42121,Finance,30.0,0.0,5.0,0
WENDY,ALTMILLER,F,9-27-2014,01-07-2016,Analyst,24.0,45950,Marketing,15.0,15.0,3.0,2
SELINA,ARDELEAN,F,02-10-2013,01-07-2016,Senior Analyst,25.0,55525,Operations,18.0,12.0,2.0,0
ROBBY,ALAIBILLA,M,10-28-2010,01-07-2016,Manager,34.0,112580,Management,30.0,0.0,5.0,8
ERNESTINA,AREAS,F,5-24-2014,01-07-2016,Analyst,23.0,42160,Finance,20.0,10.0,3.0,0
ALICE,ALRAIS,F,07-07-2014,01-07-2016,Analyst,22.0,40335,Finance,27.0,3.0,3.0,0
ALLYSON,ANTOLINI,F,2-28-2014,01-07-2016,Analyst,21.0,40363,IT,27.0,3.0,5.0,0
VERNELL,ARMELIN,F,4-15-2013,01-07-2016,Analyst,24.0,49029,Marketing,23.0,7.0,2.0,0
ELAINE,ALTOP,F,11-01-2013,01-07-2016,Analyst,24.0,48775,Operations,22.0,8.0,5.0,1
MARLON,AGBISIT,M,03-02-2014,01-07-2016,Analyst,21.0,40396,Marketing,28.0,2.0,2.0,0
KELLY,ALSMAN,F,11-14-2014,01-07-2016,Analyst,25.0,45998,Finance,18.0,12.0,5.0,3
GAIL,ALBRASHI,M,10-08-2013,01-07-2016,Senior Analyst,25.0,68996,Operations,16.0,14.0,2.0,0
RENE,ACLY,M,6-14-2014,01-07-2016,Analyst,24.0,48222,Management,20.0,10.0,2.0,1
MERVIN,ALBANESE,M,2-13-2013,01-07-2016,Analyst,24.0,47982,Finance,19.0,11.0,5.0,0
HILARIO,ALEJANDREZ,M,01-06-2015,01-07-2016,Analyst,25.0,44888,Operations,25.0,5.0,4.0,3
VIOLA,AMBER,F,9-29-2013,01-07-2016,Analyst,25.0,42457,Marketing,28.0,2.0,5.0,2
CYRIL,ALANIZ,M,6-27-2012,01-07-2016,Senior Analyst,26.0,58619,Finance,17.0,13.0,2.0,1
SUSANNE,ANGELOZZI,F,03-11-2013,01-07-2016,Analyst,24.0,45482,Management,26.0,4.0,4.0,0
DARRYL,ACCOSTA,M,10-24-2014,01-07-2016,Analyst,21.0,47827,IT,22.0,8.0,5.0,0
STACIE,ANDREN,F,5-19-2012,01-07-2016,Senior Manager,35.0,169300,Management,22.0,8.0,3.0,10
ANN,ALQUICIRA,F,09-08-2014,01-07-2016,Analyst,21.0,48833,Web,28.0,2.0,2.0,0
SHANNON,ACUFF,M,11-18-2011,01-07-2016,Associate,29.0,96909,IT,21.0,9.0,4.0,1
JOHNATHAN,ADCOCK,M,02-03-2013,01-07-2016,Senior Analyst,28.0,65639,Management,21.0,9.0,2.0,4
ALEX,ABOLAFIA,M,11-10-2013,01-07-2016,Analyst,25.0,43352,Finance,27.0,3.0,4.0,2
LORENZO,ADAMOS,M,03-01-2012,01-07-2016,Senior Analyst,28.0,63841,Web,21.0,9.0,5.0,0
SHARRON,ANTHES,F,7-17-2014,01-07-2016,Analyst,24.0,46988,Operations,18.0,12.0,5.0,2
FORREST,ADEY,M,10-19-2013,01-07-2016,Analyst,23.0,48739,Management,15.0,15.0,3.0,0
HOLLIE,ARANGO,F,10-01-2014,01-07-2016,Analyst,21.0,46438,Marketing,24.0,6.0,2.0,0
MARISA,ANGOLD,F,5-31-2013,01-07-2016,Analyst,22.0,49253,Web,17.0,13.0,2.0,0
WARREN,ABOUSALEH,M,07-11-2014,01-07-2016,Analyst,22.0,43508,Management,20.0,10.0,4.0,0
WILEY,AHUMADA,M,02-12-2014,01-07-2016,Analyst,23.0,43586,Operations,20.0,10.0,2.0,0
BOYCE,ALLRIDGE,M,11-19-2013,01-07-2016,Analyst,24.0,46064,Management,25.0,5.0,2.0,1
JUDE,ALLEMOND,M,5-28-2014,01-07-2016,Analyst,24.0,43031,IT,24.0,6.0,3.0,1
ASHLEIGH,ARDD,F,8-29-2013,01-07-2016,Analyst,24.0,40513,IT,29.0,1.0,5.0,1
DINO,ALCINE,M,10-03-2013,01-07-2016,Analyst,21.0,47018,Operations,15.0,15.0,3.0,0
CHRISTIAN,APPLING,F,11-15-2013,01-07-2016,Senior Analyst,28.0,50368,Operations,24.0,6.0,4.0,3
LYN,ARISTA,F,01-02-2014,01-07-2016,Associate,32.0,99098,Marketing,28.0,2.0,3.0,8
EUNICE,AMINOV,F,05-11-2014,01-07-2016,Analyst,25.0,47735,Finance,29.0,1.0,3.0,2
WILFREDO,AGUILLARD,M,11-06-2013,01-07-2016,Analyst,23.0,42722,Operations,22.0,8.0,2.0,0
RAMON,ABRIOLA,M,6-24-2013,01-07-2016,Associate,31.0,73190,Web,24.0,6.0,2.0,3
FRAN,APOLLO,F,11-04-2013,01-07-2016,Analyst,23.0,40134,Finance,26.0,4.0,4.0,0
GERARDO,ADDY,M,3-31-2014,01-07-2016,Associate,28.0,93854,Web,19.0,11.0,3.0,1
LACY,ALIRES,M,7-28-2014,01-07-2016,Senior Analyst,25.0,67014,IT,20.0,10.0,4.0,0
DENVER,AKERMAN,M,3-22-2014,01-07-2016,Analyst,24.0,46726,IT,22.0,8.0,2.0,1
RANDI,ANON,F,6-26-2014,01-07-2016,Analyst,21.0,49497,Finance,25.0,5.0,5.0,0
JEANNETTE,AMORELLO,F,8-19-2014,01-07-2016,Analyst,25.0,40270,IT,17.0,13.0,5.0,3
SHARI,ANDIS,F,4-22-2014,01-07-2016,Senior Analyst,28.0,60155,Marketing,27.0,3.0,5.0,4
MADGE,APLEY,F,06-07-2014,01-07-2016,Analyst,24.0,44054,Finance,30.0,0.0,4.0,1
